,sheep_grains_beef_and_dairy_cattle,poultry_and_other_livestock,other_agriculture,aquaculture,forestry_and_logging,fishing_hunting_and_trapping,agriculture_forestry_and_fishing_support_services,coal_mining,oil_and_gas_extraction,iron_ore_mining,non-ferrous_metal_ore_mining,non-metallic_mineral_mining,exploration_and_mining_support_services,meat_and_meat_product_manufacturing,processed_seafood_manufacturing,dairy_product_manufacturing,fruit_and_vegetable_product_manufacturing,oils_and_fats_manufacturing,grain_mill_and_cereal_product_manufacturing,bakery_product_manufacturing,sugar_and_confectionery_manufacturing,other_food_product_manufacturing,soft_drinks_cordials_and_syrup_manufacturing,beer_manufacturing,wine_spirits_and_tobacco,textile_manufacturing,tanned_leather_dressed_fur_and_leather_product_manufacturing,textile_product_manufacturing,knitted_product_manufacturing,clothing_manufacturing,footwear_manufacturing,sawmill_product_manufacturing,other_wood_product_manufacturing,pulp_paper_and_paperboard_manufacturing,paper_stationery_and_other_converted_paper_product_manufacturing,printing_(including_the_reproduction_of_recorded_media),petroleum_and_coal_product_manufacturing,human_pharmaceutical_and_medicinal_product_manufacturing,veterinary_pharmaceutical_and_medicinal_product_manufacturing,basic_chemical_manufacturing,cleaning_compounds_and_toiletry_preparation_manufacturing,polymer_product_manufacturing,natural_rubber_product_manufacturing,glass_and_glass_product_manufacturing,ceramic_product_manufacturing,cement_lime_and_ready-mixed_concrete_manufacturing,plaster_and_concrete_product_manufacturing,other_non-metallic_mineral_product_manufacturing,iron_and_steel_manufacturing,basic_non-ferrous_metal_manufacturing,forged_iron_and_steel_product_manufacturing,structural_metal_product_manufacturing,metal_containers_and_other_sheet_metal_product_manufacturing,other_fabricated_metal_product_manufacturing,motor_vehicles_and_parts;_other_transport_equipment_manufacturing,ships_and_boat_manufacturing,railway_rolling_stock_manufacturing,aircraft_manufacturing,professional_scientific_computer_and_electronic_equipment_manufacturing,electrical_equipment_manufacturing,domestic_appliance_manufacturing,specialised_and_other_machinery_and_equipment_manufacturing,furniture_manufacturing,other_manufactured_products,electricity_generation,electricity_transmission_distribution_on_selling_and_electricity_market_operation,gas_supply,water_supply_sewerage_and_drainage_services,waste_collection_treatment_and_disposal_services,residential_building_construction,non_residential_building_construction,heavy_and_civil_engineering_construction,construction_services,wholesale_trade,retail_trade,accommodation,food_and_beverage_services,road_transport,rail_transport,water_pipeline_and_other_transport,air_and_space_transport,postal_and_courier_pick-up_and_delivery_service,transport_support_services_and_storage,publishing_(except_internet_and_music_publishing),motion_picture_and_sound_recording,broadcasting_(except_internet),internet_service_providers_internet_publishing_and_broadcasting_websearch_portals_and_data_processing,telecommunication_services,library_and_other_information_services,finance,insurance_and_superannuation_funds,auxiliary_finance_and_insurance_services,rental_and_hiring_services_(except_real_estate),imputed_rent_for_owner-occupiers,actual_rent_for_housing,non-residential_property_operators_and_real_estate_services,professional_scientific_and_technical_services,computer_systems_design_and_related_services,employment_travel_agency_and_other_administrative_services,building_cleaning_pest_control_and_other_support_services,public_administration_and_regulatory_services,defence,public_order_and_safety,primary_and_secondary_education_services_(including_pre-schools_and_special_schools),technical_vocational_and_tertiary_education_services_(including_undergraduate_and_postgraduate),arts_sports_adult_and_other_education_services_(including_community_education),health_care_services,residential_care_and_social_assistance_services,heritage_creative_and_performing_arts,sports_and_recreation,gambling,automotive_repair_and_maintenance,other_repair_and_maintenance,personal_services,other_services,Total Industry Uses,Households ; Final Consumption Expenditure,General Government ; Final Consumption Expenditure,Private ; Gross Fixed Capital Formation,Public Corporations ; Gross Fixed Capital Formation,General Government ; Gross Fixed Capial Formation,Changes in Inventories,Exports of Goods and Services,Final Uses (Q1 to Q7),Total Supply
aircraft_manufacturing,10.3689,0.7636,3.4489,0.5296,0.1926,0.2101,1.8503,6.8422,3.8972,3.5095,21.5659,0.9667,16.0809,2.5569,0.1685,2.1852,1.5541,0.5611,1.433,1.6824,1.5716,2.7851,0.9615,0.3826,0.8752,0.0335,0.0631,0.7144,0.0013,0.1488,0.0911,0.6011,1.8089,0.7442,1.6636,1.47,3.7123,2.7578,0.0969,3.2905,0.6534,2.4092,0.297,0.8818,0.2989,1.8101,0.628,0.1515,1.7742,0.2341,0.3863,5.9637,0.9286,2.6543,2.9802,2.7791,0.7158,20.185,2.7855,1.7153,0.3636,5.711,1.0393,0.2339,1.1183,1.9245,0.1711,0.9344,4.3133,18.1974,14.3228,21.1899,51.2788,90.3317,94.4376,3.4256,58.9868,12.5567,4.9031,18.6967,1233.2542,134.7881,55.2914,7.2158,2.2973,2.3679,3.0429,38.3166,0.0383,1.5026,6.5582,18.2999,39.0893,0.2435,0.0732,28.7182,81.2071,22.0983,27.1663,17.0427,67.2754,146.9443,7.275,10.7512,28.5949,10.9805,22.8545,15.9626,2.4347,7.0331,3.7253,5.595,4.8561,3.3929,0.6286,2615.4257,172.5393,47.0549,703.9238,1.9515,780.9875,12.5743,749.543,2468.5743,5084
professional_scientific_computer_and_electronic_equipment_manufacturing,58.6275,9.4819,125.6128,9.5365,0.7878,6.1113,16.841,46.8928,26.6932,33.9356,119.0571,6.7137,76.1819,5.7528,0.6796,6.5611,5.3758,2.0063,4.9817,5.4183,5.9671,9.1609,7.2188,1.3752,4.9755,0.123,0.2188,3.1266,0.006,0.6202,1.3738,1.6602,7.3669,2.46,10.1998,17.3135,6.1349,13.9169,0.334,14.0727,2.5123,14.1048,1.1406,4.3597,1.1589,9.2646,3.5252,0.5796,8.0876,1.2437,0.9708,29.3999,7.0292,24.5103,19.0476,13.3852,27.6035,9.5251,94.746,34.872,3.1313,42.9901,6.04,4.7849,13.1857,29.4346,3.5856,11.3108,7.9435,91.8699,83.6607,81.4738,175.9997,130.4138,63.0038,6.5003,33.2634,45.0671,7.8579,54.7836,85.844,22.5429,27.5911,14.946,7.2593,5.7498,73.8661,98.1652,0.1977,15.0224,11.9117,52.9447,15.604,5.0082,1.5354,35.7931,357.344,85.0515,96.0153,29.2902,101.5381,60.9843,18.7197,33.0145,36.7359,3.8137,1500.2463,123.7533,5.2574,16.4325,14.5741,34.3183,47.8709,21.2742,2.9717,4941.4278,1506.9771,122.0021,1386.5834,30.7568,342.0159,76.4667,4631.7703,8096.5722,13038
electrical_equipment_manufacturing,28.886,3.5087,35.9762,7.7232,0.9231,6.6377,10.0219,39.6149,22.1631,17.7922,66.3304,4.2533,33.0629,9.6406,0.7928,9.8949,6.5042,2.0258,4.9627,8.2891,10.4544,11.6611,5.9998,2.0192,4.2597,0.14,0.2499,4.0458,0.0036,0.6059,0.4504,1.947,7.9355,4.8025,8.5213,8.3239,6.4448,5.5233,0.3607,9.5613,2.0648,9.3945,0.7275,3.5737,0.8807,7.2055,2.2584,0.644,7.5453,0.9037,0.6749,18.6912,4.6635,11.3732,9.6658,19.121,13.3106,12.7177,58.1606,65.96,14.7614,130.0801,5.0032,8.8966,55.4363,106.1922,3.7433,17.4262,17.1066,193.3055,238.865,183.2261,612.5713,44.5308,34.6231,7.498,35.6684,35.1508,3.7047,12.191,20.845,29.4788,18.6236,5.7237,6.7755,3.5095,3.9632,77.706,0.0718,11.1619,1.2248,5.0071,5.6074,5.2635,1.7093,12.3068,137.5652,17.8551,25.7446,9.9002,54.0323,21.5268,9.3591,21.8095,26.1867,2.569,83.993,41.6062,8.0691,23.2013,25.0125,57.9372,61.1061,13.7563,2.631,3274.6702,455.4818,39.2757,814.7418,13.7845,84.3351,168.9566,956.7542,2533.3298,5808
domestic_appliance_manufacturing,4.5773,0.4982,2.3731,0.7422,0.2543,0.4409,2.0915,3.9834,1.9314,2.3613,6.3538,0.6757,1.0623,2.1241,0.2176,2.1617,1.7992,0.5345,1.2398,2.0608,1.9831,3.0103,1.1205,0.352,0.689,0.0406,0.0784,0.9042,0.0009,0.175,0.1337,0.3995,1.5566,0.461,0.9387,1.2011,0.6158,0.8576,0.1029,2.1827,0.5307,1.1502,0.1191,0.5181,0.227,0.7618,0.4551,0.1683,1.4071,0.2324,0.1381,2.7021,0.523,1.8627,2.3118,3.0095,0.597,1.0115,2.0759,0.7725,75.6108,51.9151,1.1444,0.2506,0.9291,1.3717,0.0933,1.4242,1.0181,146.1477,24.7273,8.9055,121.6883,6.9895,12.8889,1.3815,9.7986,5.04,0.8982,0.399,1.1808,1.5548,0.9339,0.8659,0.4974,0.3556,0.3802,2.5367,0.0172,1.1622,1.0983,1.5725,1.3269,0.5999,0.1862,1.0668,6.5152,1.2023,1.7462,1.0494,3.2621,2.87,1.318,3.6453,3.5798,0.4455,16.521,7.0246,0.5032,1.9863,1.0896,9.0983,74.2696,1.4943,0.2987,700.7375,444.5374,0.6046,258.9101,14.576,36.8063,10.4622,139.3659,905.2625,1606
specialised_and_other_machinery_and_equipment_manufacturing,118.8885,10.9261,136.1062,64.5536,1.1924,36.3881,30.9053,353.7465,235.4263,169.4192,892.1531,68.4272,157.8932,25.5451,1.2221,18.9122,14.9228,2.8541,6.4413,18.0942,20.9277,28.7891,17.7436,5.1762,12.1557,0.1333,0.318,8.4658,0.0102,0.8105,0.677,5.7939,41.2791,7.9059,20.3925,33.1432,49.1734,22.3919,0.3759,79.0583,6.2271,73.1847,1.2987,30.9646,2.6344,33.5323,14.3221,2.7739,59.8601,2.7054,1.7253,160.7292,23.0212,214.1615,59.443,90.8994,74.9741,29.1043,91.6798,71.1202,16.3947,299.2216,12.3157,22.686,45.1703,71.6107,6.037,68.1443,23.6446,183.521,186.9629,183.9618,508.1235,274.5612,114.9027,10.9117,64.7275,51.0349,19.2536,40.6819,62.8494,44.8102,81.441,16.7667,11.1664,3.0187,18.4324,143.8768,0.4456,22.1728,4.0671,16.9972,35.3778,5.7324,1.7315,50.3965,399.0501,62.9581,93.2611,52.3267,141.3507,155.555,27.099,55.4205,65.9417,9.1702,125.0289,72.508,10.4195,24.2975,24.407,216.3111,393.2377,29.8159,4.097,8448.5058,918.1157,123.6255,4609.067,90.6082,301.0334,253.3094,2720.735,9016.4942,17465
furniture_manufacturing,5.7421,0.7748,3.0567,1.0499,0.3097,0.6503,2.4268,5.4868,5.4331,4.0176,13.5206,0.7197,0.7458,4.2,0.3588,4.9249,1.9594,1.031,2.1395,2.9881,3.9943,7.3535,13.2156,3.9473,6.1964,0.1216,0.1253,11.2553,0.001,0.206,0.1808,0.8279,2.5212,0.5733,5.6726,4.6924,2.8554,1.8794,0.1153,7.4467,1.6736,9.7898,0.348,1.436,0.3255,4.3665,2.6445,0.4734,5.4218,0.6022,0.1866,18.6172,1.2401,3.9179,116.2283,9.6782,2.3035,4.1475,2.7794,1.5408,0.6171,6.7845,21.9147,0.763,1.1652,1.2774,0.1439,4.3483,5.7776,831.1703,206.0582,62.2712,404.8413,30.995,58.9832,7.6559,14.2727,13.0406,2.254,1.6355,3.2422,8.6901,11.7906,1.2409,12.2562,0.326,0.5864,2.0269,0.2765,2.1322,0.7108,1.3663,3.5593,2.5545,0.8377,55.6116,170.6664,4.2745,6.5944,5.2381,51.7104,10.3575,7.1499,19.9385,26.0935,4.4335,28.0252,21.0667,4.3011,7.2071,6.9625,10.4787,13.4767,11.5916,1.3056,2516.4875,2005.6018,0.0475,542.0821,51.5532,659.4715,25.7575,293.9989,3578.5125,6095
other_manufactured_products,12.9666,1.2956,7.619,2.151,0.2236,1.8683,2.2401,12.1019,7.4508,4.6154,16.4694,1.0175,1.8562,2.1841,0.1972,2.0448,1.4499,0.5329,1.3289,1.7993,1.8132,3.2906,2.4358,0.4376,1.6156,0.04,0.074,1.7552,0.0007,0.151,0.1017,1.023,6.5275,0.3161,3.4378,2.7723,1.0896,1.7867,0.1062,6.7373,0.6186,2.8613,0.1337,0.6525,0.1927,2.1108,2.9133,1.2046,2.4994,1.1713,0.1426,9.2991,0.8893,5.4584,8.1194,11.3913,6.7823,3.2679,5.0989,4.4857,2.3059,10.7139,5.5871,14.7058,2.443,4.6915,0.37,11.8873,16.6933,89.3138,36.831,38.6094,147.8988,24.617,57.979,28.4433,23.3287,10.344,5.179,0.8246,1.4278,9.491,5.1001,1.0166,8.8286,3.1904,0.4949,2.8404,0.0922,2.5436,1.3074,2.7546,5.1046,10.2185,3.1921,13.8614,50.2497,1.0276,22.4484,14.4717,18.6654,15.225,7.9037,38.4523,37.3144,9.6662,55.4249,101.0227,6.9736,120.7111,34.6954,63.4944,33.836,29.9717,3.5772,1455.5798,748.7713,0.3427,78.766,1.9364,25.7253,116.3911,744.4874,1716.4202,3172
electricity_generation,134.8984,26.8491,105.1793,0.7902,1.1861,1.1563,23.748,113.8822,637.8732,406.5824,603.019,53.1727,73.1622,78.9508,1.1039,37.9589,7.871,4.9206,12.5436,6.7238,128.973,13.4571,11.1792,24.3179,23.7642,3.5683,1.0936,9.7233,3.2253,11.7508,3.6713,16.9681,46.1333,77.5658,55.1526,10.0414,69.7029,64.6981,1.5374,92.2905,62.6474,64.5407,24.1182,48.7157,7.6827,57.1584,17.5562,2.455,292.4797,1249.5105,15.4018,67.5027,12.9873,33.1773,71.3444,11.2128,11.7785,23.1687,5.8593,18.7202,5.9165,57.4649,26.663,26.2468,512.815,950.5068,3.1888,279.9366,5.5183,17.1174,31.151,149.8879,66.7013,331.9302,846.4862,156.284,461.1799,63.2266,135.7695,0.5159,9.7653,37.2251,233.7003,41.9527,34.9424,7.9582,29.5124,185.389,0.7994,114.9501,35.9941,71.3774,434.068,0.1575,0.0277,384.0421,344.9857,29.1051,50.6945,16.9477,1445.6339,18.675,47.9476,108.4567,59.3002,23.2722,245.9928,74.12,8.3599,23.263,24.8885,33.5964,20.5605,34.5931,10.3252,13469.4898,6776.4494,0.3911,448.7825,162.5116,226.7413,0,86.6343,7701.5102,21171
electricity_transmission_distribution_on_selling_and_electricity_market_operation,180.4551,32.71,138.873,0.9256,1.582,1.6123,32.3478,154.0377,866.8262,541.9289,809.5794,75.209,102.1601,104.4014,1.5291,52.7186,10.6393,6.9145,17.4708,9.5658,172.7655,18.3949,15.5524,33.4915,32.9306,4.9116,1.5161,13.4399,4.49,16.1968,5.0296,21.117,62.2568,93.9667,66.6728,14.0635,98.4958,88.6089,2.129,123.9315,86.4831,86.598,33.1742,65.2347,10.3208,78.4426,23.8569,3.1685,361.0898,1562.1453,21.3935,89.4199,18.2523,43.3485,97.6317,16.2248,16.3917,32.5419,7.6567,26.0257,8.2249,77.5481,36.6526,36.2318,3578.766,23067.1351,4.4043,370.8266,9.8056,29.3882,43.7303,208.3789,114.5286,496.4955,1162.5147,210.6431,649.8428,87.7164,168.7479,1.2611,15.4385,56.4687,322.4902,61.9042,47.9559,11.6962,42.8489,264.8419,1.1416,147.6675,49.2547,108.5368,599.963,5.4012,0.9493,530.0761,496.8217,53.0472,83.7449,34.6616,1915.2861,25.5316,68.9658,149.4845,84.9732,33.5586,341.1974,105.5627,12.8284,35.1488,35.382,44.9702,28.3231,48.4663,13.4702,42951.7498,7561.5063,1.6089,3087.8324,1213.0972,1636.1667,0,139.0388,13639.2502,56591
gas_supply,6.0329,0.0313,0.0353,1.2071,0.0016,0.0019,0.0188,14.7049,390.3396,50.5352,8.6322,5.4197,0.0097,14.4079,0.0107,15.6953,5.5111,10.9583,10.5857,8.9062,8.1239,18.0726,6.0722,6.1883,8.9118,0.0012,0.0074,2.4086,0,0.0004,0.0002,3.0007,20.2042,28.0561,32.3218,6.3311,41.7703,0.0179,0.002,309.7798,0.009,33.2903,3.4569,47.0089,7.8507,8.7725,22,5.7943,43.6884,215.9745,2.6211,13.0334,6.8563,8.58,4.0486,1.286,1.9937,1.7722,2.3413,1.0333,0.9217,3.2074,1.5658,0.0118,409.2027,0.0132,2198.4007,0.0169,0.0454,0.3721,0.1989,0.1783,8.0141,15.6215,9.8568,2.0016,71.433,11.3236,0.0544,0.0095,0.0594,0.1347,5.268,9.8669,1.0607,0.0217,0.0324,3.5921,0.0004,0.8226,0.2145,0.1479,9.7994,1.8355,0.6087,8.1152,42.7343,0.1849,12.2037,0.1765,12.46,1.6481,3.245,16.8082,11.4272,3.1306,26.9709,30.9519,0.1964,0.3121,1.0713,5.0537,1.6341,6.0027,2.4197,4418.3881,1054.449,0.0148,27.4421,9.8792,13.9213,0.0989,16.8066,1122.6119,5541
water_supply_sewerage_and_drainage_services,508.6706,141.1927,529.2533,1.9282,0.0158,1.9802,6.4685,50.997,6.966,25.558,100.6725,7.996,14.5195,66.2291,0.3597,31.7853,15.4768,2.1396,24.8222,5.0917,32.5795,44.3242,30.4839,39.0741,5.5957,0.5689,0.3605,10.164,0.6684,0.5515,0.2003,1.1755,18.6772,52.0133,55.9968,8.1653,59.1567,82.0064,2.1193,55.0969,10.4063,49.0875,1.8197,9.6377,1.0771,43.3413,9.2099,1.3981,69.5928,2.2552,2.3014,19.6676,2.1039,11.1284,93.2916,10.2458,10.0411,0.0654,8.3657,5.3628,2.0446,47.958,3.1545,1.8822,63.7369,78.9382,1.8411,932.1039,181.9184,809.2663,85.8468,110.233,744.6719,95.499,60.5237,68.8292,369.4174,81.7876,3.9982,7.3395,3.2363,4.0489,68.1094,26.399,8.3267,5.1934,7.364,171.2599,1.0104,33.438,59.927,74.0501,251.8302,0.002,0.0006,921.0917,1322.978,1.2532,304.9834,185.5324,305.4141,78.6979,226.6281,90.9932,112.9849,9.4745,415.2452,293.1973,14.4012,240.2464,17.9583,89.9908,47.2433,55.8348,5.6292,11606.4651,11018.006,1100.0973,1872.8251,734.9269,993.2765,0.044,73.3591,15792.5349,27399
waste_collection_treatment_and_disposal_services,279.5524,82.9456,111.0744,0.0382,0.3308,11.0288,6.6173,50.0951,227.494,41.2442,86.1623,4.4365,7.8423,45.063,1.4296,29.7928,30.3748,10.0503,36.8578,26.4125,80.2357,24.9937,46.2938,14.9961,47.621,0.2595,0.9796,14.7302,0.7098,1.878,2.9417,5.214,27.9885,11.9165,3.15,15.2959,18.9177,25.3844,0.1105,60.7553,7.0369,67.9734,7.5316,74.9579,5.725,50.5807,11.957,5.9883,67.7073,24.4672,8.4319,158.0108,17.5447,44.3251,18.2197,8.6044,54.3045,46.4302,21.3113,29.2273,9.3659,73.0383,19.1162,21.4423,125.4999,284.0655,5.2113,66.3612,2090.9026,402.7794,159.636,499.6111,1411.1132,811.1854,243.0971,38.7,237.4301,309.4366,17.9275,46.6583,19.21,33.8104,517.7629,119.215,16.6242,1.2358,2.4387,1436.5722,0.0346,46.7628,38.8186,248.1981,103.4815,493.3571,154.8606,546.2646,1447.0198,1289.3153,788.4626,499.0747,75.3912,120.4635,339.6921,59.4338,119.2845,183.723,1737.4072,469.584,156.2151,33.1012,14.7381,37.8441,30.5017,64.6668,6.6581,20347.3517,537.737,654.2091,166.9665,7.2184,34.4443,0.7253,20.3477,1421.6483,21769
residential_building_construction,211.0726,45.7951,123.7228,7.4905,0.1043,5.077,22.4078,183.8757,424.1478,609.7279,506.3981,63.9128,28.1204,4.5421,0.1551,2.8635,1.2635,0.4723,2.2926,1.8142,2.4929,4.7987,5.7555,1.7894,3.6702,0.0148,0.0546,0.6718,0.0046,0.0395,0.0395,38.2062,52.7887,1.9714,7.3494,8.303,17.629,4.3468,0.0148,5.2968,0.8186,6.536,0.4533,1.9431,0.4582,7.1101,1.293,0.2262,9.7442,11.0291,0.9061,13.3397,3.2631,7.8199,6.7496,7.2101,1.6917,2.2705,8.0521,3.4708,0.8526,10.9622,13.734,12.1592,73.2941,296.3841,38.0279,141.3485,28.2834,3690.86,2693.2911,1934.3353,7767.9427,548.2866,285.6548,159.7194,157.6152,60.6752,213.886,23.4629,41.8898,32.1208,431.3705,52.1975,9.0049,24.1675,15.155,126.5773,0.2925,67.56,65.3889,97.0956,101.6888,1795.1602,550.7892,740.3311,561.5203,205.2813,114.4399,60.5815,1019.207,1124.842,71.2637,56.7941,58.1239,10.6503,146.1827,104.5422,10.4592,22.5389,17.508,21.8921,77.3774,44.9669,3.4082,28528.0238,51.0964,32.925,77176.1154,986.5182,2744.2868,0.3956,174.6387,81165.9762,109694
non_residential_building_construction,159.837,33.9433,122.6007,9.4423,0.1185,6.9131,20.2089,160.3025,332.2432,435.0826,392.426,45.6445,24.8747,5.5515,0.1696,3.8129,1.5499,0.6123,2.7497,2.293,3.1574,6.5426,8.3724,2.5439,5.2966,0.0155,0.039,0.893,0.0045,0.0525,0.0511,12.4407,26.7077,2.6644,10.4689,12.634,26.3301,6.4299,0.0109,7.24,1.0798,9.5059,0.6336,2.5028,0.6173,10.2671,1.8262,0.197,14.1397,7.686,1.3406,19.4137,4.9266,11.8137,9.8128,10.911,2.3561,3.2878,7.0322,4.315,0.9624,12.6,4.5169,3.6027,49.5651,141.8282,24.3529,49.2004,28.4147,1301.5045,725.7188,784.0861,2271.6362,477.573,317.7441,123.0718,184.3072,69.7081,159.903,33.7729,60.7015,43.5742,369.2246,65.4474,13.1384,21.2512,15.5436,131.6681,0.3066,81.8845,75.2094,133.5535,135.4052,1284.4182,386.8032,698.8511,760.1851,245.5509,152.134,80.5694,824.9108,821.6754,83.2544,66.782,62.0779,14.1041,179.7066,125.9791,14.5988,34.0974,25.4416,29.5602,114.444,60.8601,4.423,15997.3404,62.9305,330.118,38866.928,1289.2919,10584.4538,0.0769,247.8605,51381.6596,67379
heavy_and_civil_engineering_construction,293.1996,9.6723,105.6623,2.1932,0.0407,1.9724,5.192,391.6392,164.4007,443.6072,1589.735,155.8769,7.7643,2.3454,0.0747,1.5281,0.817,0.2961,1.259,0.9751,1.8446,2.2791,3.0067,0.9575,2.11,0.0108,0.0289,0.4405,0.0114,0.0425,0.0489,4.6763,7.4534,0.901,2.931,3.8441,16.6652,2.2659,0.008,3.0078,0.4818,3.5644,0.2888,1.5781,0.2584,3.612,0.6925,0.1401,4.621,1.1783,0.4785,7.1682,1.646,3.9299,3.0078,3.1397,1.2102,1.457,2.5346,1.6284,0.4063,4.6825,2.018,1.7148,24.995,120.7625,6.446,25.4121,29.1034,363.7924,310.8307,223.3033,935.4687,183.2934,93.2258,5.5371,41.5914,1794.2485,363.9328,27.3493,17.599,12.2238,94.0246,21.9468,3.8356,3.9731,3.0205,59.558,0.0927,30.8825,29.5909,47.0549,36.6353,8.1417,2.519,220.4893,228.8822,89.2298,53.176,26.5064,671.2367,1328.6317,43.209,20.846,17.8138,6.2759,87.5996,50.1587,5.8572,10.0619,7.486,8.4181,29.6302,24.0301,2.0995,11134.2511,25.0376,6.4849,35183.6274,10659.5167,27405.7738,0.1099,318.1985,73598.7489,84733
construction_services,1228.6526,254.6387,646.3864,49.4498,3.9903,20.9562,144.3486,1078.1387,2269.317,3301.2894,3432.5974,374.337,274.3676,45.608,4.2107,46.7702,30.1439,13.3283,32.3005,34.6212,34.6718,55.6384,40.2472,5.8952,27.2036,0.646,1.2506,27.6007,0.0272,3.3185,3.1603,333.9223,446.3212,18.5172,63.6102,56.1013,115.912,43.8359,1.3999,66.7581,15.9466,99.5021,4.7384,17.89,10.6506,121.0382,26.2081,4.0475,38.5201,61.9342,3.4729,106.8205,24.4775,64.4471,83.3653,57.9308,12.1271,27.0924,103.2746,31.2647,8.0197,132.0965,144.6204,122.114,454.541,2223.4301,240.0878,1252.7064,99.1903,30495.3206,23929.0013,15283.1527,68074.1725,2846.909,1427.7464,818.3983,537.1947,346.6484,1102.9742,122.7708,178.3397,205.9273,2182.7433,208.0881,33.5317,120.2251,387.5594,833.7426,2.0832,508.1593,302.5894,417.5779,334.1896,9330.8409,2810.9951,3942.5083,3779.6102,1189.9179,767.925,269.4603,5146.2151,5871.5841,397.5837,404.1816,369.047,43.5187,821.4597,640.1662,32.1855,88.3392,88.2053,182.0755,215.6806,242.8872,23.6125,207580.09,1910.9831,98.7587,50060.7354,4557.5526,14711.223,2.6266,1161.0304,72502.91,280083
wholesale_trade,2110.8397,155.4576,751.8228,162.4661,69.432,86.8061,566.765,1174.8209,585.8299,662.0207,2256.0186,167.7447,250.749,578.1546,56.164,490.7417,450.6715,146.5112,350.7942,450.7315,449.7108,758.1265,218.0144,87.9953,168.6718,11.2384,19.8002,234.229,0.3236,55.184,32.171,139.0615,530.5555,90.2639,199.2991,201.0738,332.3785,231.6242,27.5774,984.1323,133.6591,317.0981,32.3773,103.3476,51.2779,205.9078,119.0876,41.7574,376.8072,81.0687,40.0126,745.2652,140.7456,490.366,651.7644,238.2146,118.1344,290.4507,680.458,208.9884,54.1076,1093.374,326.2891,65.7887,219.9618,317.5156,28.496,339.6138,344.8767,3408.4323,1589.936,1378.5885,7195.2781,3994.9455,3580.2614,386.8177,2662.8852,1787.4364,227.4067,99.3239,270.6785,669.9839,485.1433,604.1041,540.5013,240.6978,188.3742,996.7281,4.5083,749.3068,657.0121,827.5793,515.4839,136.4682,41.9295,470.6453,2284.8921,979.7943,762.9755,546.8281,1332.547,860.8126,640.501,1156.6371,1102.8922,133.6317,4146.2391,2188.2288,174.8758,630.807,358.9379,1512.7575,1473.658,549.3749,86.3523,78785.9841,45554.9742,592.8651,11151.9663,445.8079,2046.0337,385.0902,20146.2785,80323.0159,159109
retail_trade,476.9997,50.9481,234.1996,63.2244,19.4091,35.9275,153.8749,441.8022,252.4783,220.7016,852.9934,64.655,88.025,194.4242,16.2982,143.3955,142.5626,43.3046,119.1257,171.4243,135.4224,246.1183,110.8077,29.1395,65.5133,5.114,8.146,170.9148,0.4405,123.03,31.528,67.1027,173.5217,29.0815,77.6729,75.5815,83.6191,82.7119,7.4339,280.2016,71.0796,108.0247,9.4733,43.5764,19.7404,74.1748,45.4831,16.0881,119.8601,45.6256,11.8517,267.6071,53.3601,168.6098,194.6481,83.3305,38.0107,79.0678,169.6367,64.534,17.0418,290.4392,113.3174,68.7691,74.8385,122.0684,10.1657,158.3679,324.9966,1230.8,538.7379,545.8188,3156.4222,1907.4558,2818.6037,163.9943,1328.1559,1962.3361,96.3408,57.2379,84.1149,389.8697,227.5402,123.9944,68.4988,42.0245,200.8164,306.4661,2.1328,366.5204,145.2458,245.5317,247.1953,75.1836,23.2013,234.0166,883.5241,370.2408,347.1388,278.1701,388.531,416.8147,276.7394,366.8406,377.5714,57.3978,1558.6945,1409.8452,70.9178,274.7511,144.0717,475.9781,452.2803,247.4523,57.0246,33494.9027,117288.9974,3558.5714,3023.031,112.9949,613.4661,97.3636,5381.6728,130076.0973,163571
accommodation,43.1158,1.2117,22.1219,1.2632,0.0082,1.1104,0.7488,408.5952,160.9552,135.285,47.0013,39.4805,57.0721,4.7531,0.1896,1.4627,1.0234,0.5972,6.1731,5.0277,13.8569,8.2327,53.0889,26.1543,21.5763,0.0035,0.0279,2.3894,0.0026,0.0431,0.0089,0.8236,4.73,1.3096,19.6863,8.3727,106.3809,19.045,0.0496,41.5118,4.4196,15.2427,0.1382,2.3697,0.7408,9.5372,1.6441,0.4568,8.2889,0.1967,0.4443,27.0171,3.1353,8.4779,18.167,5.5499,3.5515,0.7851,7.9525,2.4734,0.8003,11.6627,2.2323,1.2757,12.5311,24.3358,2.3077,18.2756,30.3018,25.1009,5.8729,59.5328,1471.1562,272.7996,223.9339,3.9431,53.7844,69.8498,5.4643,4.1633,21.8791,35.0611,97.9693,24.1173,12.7517,16.2658,8.0824,80.3255,0.9374,67.453,23.5251,74.1757,45.1177,0.0025,0.0007,30.3305,441.147,65.8427,160.0572,19.7211,178.5721,28.7228,45.1902,59.138,78.0454,9.632,10.9626,74.6801,11.2007,21.4633,20.5489,6.6402,5.5915,26.8211,3.6931,5490.0678,9523.5191,12.1031,6.9496,0.3239,1.2277,0.055,1908.7539,11452.9322,16943
